"site","block","treatment","species","tissue","growth_form","plot_tissue_id","nitrogen_percent","carbon_percent","notes"
"MAT06",1,"F5","Ledum palustre","OldLeaves","Evergreen","92",1.95859920978546,52.7373428344727,NA
"MAT06",1,"F5","Betula nana","NewStems","Deciduous","105",1.55628538131714,57.4085235595703,NA
"MAT06",1,"F5","Carex bigelowii","BladeSheathInflCulm","Graminoid","337",1.97421729564667,45.9138565063477,NA
"MAT06",1,"F5","Betula nana","OldStems","Deciduous","111",1.06884825229645,53.2899703979492,NA
"MAT06",1,"F5","Betula nana","OldStems","Deciduous","111",1.15082955360413,54.7716979980469,NA
"MAT06",1,"F5","Ledum palustre","NewStems","Evergreen","115",1.78738927841187,49.7669258117676,NA
"MAT06",1,"F5","Mixed Lichen","Live","Lichen","339",1.07015609741211,44.8758430480957,NA
"MAT06",1,"F5","Eriophorum vaginatum","BladeSheathInflCulm","Graminoid","93",2.03185129165649,44.8714065551758,NA
"MAT06",1,"F5","Other Graminoid","Rhizome","Graminoid","96",1.41580891609192,45.8958320617676,NA
"MAT06",1,"F10","Litter","Litter","Litter","43",1.31598114967346,47.0957298278809,NA
"MAT06",1,"F10","Rubus chamaemorus","BelowStem","Forb","41",1.70897150039673,49.0940780639648,NA
"MAT06",1,"F10","Rubus chamaemorus","LeavesStems","Forb","40",2.82561039924622,45.3298149108887,NA
"MAT06",1,"F10","Ledum palustre","OldLeaves","Evergreen","160",2.29744696617126,52.579273223877,NA
"MAT06",1,"F10","Ledum palustre","NewStems","Evergreen","38",2.18765139579773,50.4049263000488,NA
"MAT06",1,"F10","Ledum palustre","NewStems","Evergreen","38",2.17891693115234,50.1937789916992,NA
"MAT06",1,"F10","Ledum palustre","BelowStem","Evergreen","16",1.18378913402557,53.9362602233887,NA
"MAT06",1,"F10","Betula nana","NewLeaves","Deciduous","33",3.89348316192627,49.173267364502,NA
"MAT06",1,"F10","Ledum palustre","NewLeaves","Evergreen","37",2.92638158798218,52.930980682373,NA
"MAT06",1,"F10","Other Graminoid","Rhizome","Graminoid","46",1.48870468139648,45.6533088684082,NA
"MAT06",1,"F10","Other Graminoid","BladeSheathInflCulm","Graminoid","32",2.39340424537659,44.5097618103027,NA
"MAT06",1,"F10","Betula nana","BelowStem","Deciduous","36",1.43682253360748,52.4874076843262,NA
"MAT06",1,"F10","Betula nana","Inflor","Deciduous","9",1.90502858161926,52.7811088562012,NA
"MAT06",1,"F10","Ledum palustre","Inflor","Evergreen","162",1.3666011095047,50.3298873901367,NA
"MAT06",1,"F10","Eriophorum vaginatum","BladeSheathInflCulm","Graminoid","31",2.492516040802,46.5523262023926,NA
"MAT06",1,"F10","Eriophorum vaginatum","BladeSheathInflCulm","Graminoid","31",2.59431219100952,46.1716003417969,NA
"MAT06",1,"F10","Eriophorum vaginatum","Rhizome","Graminoid","45",2.45381259918213,47.1459007263184,NA
"MAT06",1,"F10","Betula nana","OldStems","Deciduous","35",1.13488614559174,55.726879119873,NA
"MAT06",1,"F5","Vaccinium vitis-idaea","NewStems","Evergreen","107",1.66946589946747,49.5486602783203,NA
"MAT06",2,"F10","Carex bigelowii","BladeSheathInflCulm","Graminoid","735",2.72697401046753,44.1592788696289,NA
"MAT06",2,"F10","Carex bigelowii","Rhizome","Graminoid","738",1.2669506072998,43.7418632507324,NA
"MAT06",2,"F10","Other Graminoid","Rhizome","Graminoid","744",1.3820778131485,44.532413482666,"duplicate ID, possible misidentification"
"MAT06",2,"F10","Betula nana","NewStems","Deciduous","731",1.38545489311218,55.8919486999512,NA
"MAT06",2,"F10","Betula nana","NewLeaves","Deciduous","730",2.76678919792175,49.4457969665527,NA
"MAT06",2,"F10","Betula nana","OldStems","Deciduous","732",0.963075757026672,51.3371810913086,NA
"MAT06",2,"F10","Betula nana","Inflor","Deciduous","733",1.80611550807953,50.409252166748,NA
"MAT06",2,"F10","Betula nana","BelowStem","Deciduous","734",1.04120326042175,50.8249435424805,NA
"MAT06",2,"F10","Ledum palustre","NewLeaves","Evergreen","739",2.29603624343872,50.4534149169922,NA
"MAT06",2,"F10","Ledum palustre","NewStems","Evergreen","740",1.24209761619568,50.8037147521973,NA
"MAT06",2,"F10","Ledum palustre","NewStems","Evergreen","740",1.24744713306427,50.8893241882324,NA
"MAT06",2,"F10","Ledum palustre","OldStems","Evergreen","741",0.881965100765228,52.1239891052246,NA
"MAT06",2,"F10","Ledum palustre","BelowStem","Evergreen","742",1.48770880699158,45.7841453552246,NA
"MAT06",2,"F10","Rubus chamaemorus","LeavesStems","Forb","736",3.02038097381592,45.4082450866699,NA
"MAT06",2,"F10","Rubus chamaemorus","BelowStem","Forb","737",1.89339816570282,48.6240005493164,NA
"MAT06",2,"F10","Other Mosses","Green","Moss","479",1.60997664928436,44.9550018310547,NA
"MAT06",2,"F10","Litter","Litter","Litter","474",1.65469884872437,42.3409385681152,NA
"MAT06",3,"CT","Eriophorum vaginatum","BladeSheathInflCulm","Graminoid","1045",1.19366562366486,47.3740997314453,NA
"MAT06",3,"CT","Eriophorum vaginatum","Rhizome","Graminoid","1048",0.978498697280884,45.2638168334961,NA
"MAT06",3,"CT","Carex bigelowii","BladeSheathInflCulm","Graminoid","1152",1.89855682849884,47.6469116210938,NA
"MAT06",3,"CT","Carex bigelowii","Rhizome","Graminoid","1160",0.632497668266296,48.402961730957,NA
"MAT06",3,"CT","Carex bigelowii","Rhizome","Graminoid","1160",0.605483055114746,48.5243873596191,NA
"MAT06",3,"CT","Other Graminoid","BladeSheathInflCulm","Graminoid","982",1.46202027797699,44.6880187988281,NA
"MAT06",3,"CT","Other Graminoid","Rhizome","Graminoid","985",0.80978000164032,47.4216384887695,NA
"MAT06",3,"CT","Betula nana","NewLeaves","Deciduous","986",1.91779839992523,51.3054046630859,NA
"MAT06",3,"CT","Betula nana","NewStems","Deciduous","989",1.30805432796478,56.423282623291,NA
"MAT06",3,"CT","Betula nana","OldStems","Deciduous","966",0.781226873397827,51.6970100402832,NA
"MAT06",3,"CT","Betula nana","BelowStem","Deciduous","983",0.721822142601013,51.0522766113281,NA
"MAT06",3,"CT","Salix pulchra","NewLeaves","Deciduous","1025",2.04111623764038,48.932991027832,NA
"MAT06",3,"CT","Vaccinium uliginosum","NewLeaves","Deciduous","988",1.89350092411041,52.2270317077637,NA
"MAT06",3,"CT","Vaccinium uliginosum","NewStems","Deciduous","962",0.955111145973206,52.1909484863281,NA
"MAT06",3,"CT","Vaccinium uliginosum","OldStems","Deciduous","965",1.08853459358215,53.0512275695801,NA
"MAT06",3,"CT","Vaccinium uliginosum","OldStems","Deciduous","965",0.930762112140656,52.8203926086426,NA
"MAT06",3,"CT","Vaccinium uliginosum","BelowStem","Deciduous","971",0.887787103652954,53.4028053283691,NA
"MAT06",3,"CT","Ledum palustre","NewLeaves","Evergreen","1043",1.97892260551453,54.9521141052246,NA
"MAT06",3,"CT","Ledum palustre","NewStems","Evergreen","1049",1.13462936878204,52.0117416381836,NA
"MAT06",3,"CT","Salix pulchra","OldStems","Deciduous","1031",0.837459981441498,56.0600547790527,NA
"MAT06",3,"CT","Ledum palustre","OldLeaves","Evergreen","1046",1.41600489616394,54.6504287719727,NA
"MAT06",3,"CT","Ledum palustre","OldStems","Evergreen","1023",0.813194632530212,55.0631370544434,NA
"MAT06",3,"CT","Ledum palustre","BelowStem","Evergreen","1026",0.802828907966614,53.9638710021973,NA
"MAT06",3,"CT","Vaccinium vitis-idaea","NewLeaves","Evergreen","1024",1.30925893783569,51.919563293457,NA
"MAT06",3,"CT","Vaccinium vitis-idaea","NewStems","Evergreen","1030",0.979728221893311,52.2440185546875,NA
"MAT06",3,"CT","Vaccinium vitis-idaea","OldLeaves","Evergreen","1027",0.973273813724518,52.9015922546387,NA
"MAT06",3,"CT","Vaccinium vitis-idaea","OldLeaves","Evergreen","1027",1.07236337661743,57.4373092651367,NA
"MAT06",3,"CT","Vaccinium vitis-idaea","OldStems","Evergreen","1033",0.75385057926178,53.1717987060547,NA
"MAT06",3,"CT","Vaccinium vitis-idaea","Inflor","Evergreen","1036",0.949938058853149,51.0349922180176,NA
"MAT06",3,"CT","Vaccinium vitis-idaea","BelowStem","Evergreen","1039",0.716825604438782,43.4748077392578,NA
"MAT06",3,"CT","Cassiope tetragona","NewStems","Evergreen","1032",1.52811002731323,57.903491973877,NA
"MAT06",3,"CT","Cassiope tetragona","OldStems","Evergreen","1038",0.863199710845947,56.5590171813965,NA
"MAT06",3,"CT","Cassiope tetragona","BelowStem","Evergreen","1044",0.794148445129395,53.6647911071777,NA
"MAT06",3,"CT","Petasites frigidus","LeavesStems","Forb","974",2.84909248352051,46.3446235656738,NA
"MAT06",3,"CT","Petasites frigidus","BelowStem","Forb","1379",1.42526853084564,46.7784538269043,NA
"MAT06",3,"CT","Sphagnum","Green","Moss","1047",0.915110468864441,46.6403350830078,NA
"MAT06",3,"CT","Mixed Lichen","Live","Lichen","1040",1.23325824737549,46.7777976989746,NA
"MAT06",3,"CT","Mixed Lichen","Live","Lichen","1040",1.25973904132843,46.6439666748047,NA
"MAT06",3,"CT","Other Forb","LeavesStems","Forb","977",2.41044044494629,47.4587860107422,NA
"MAT06",3,"CT","Other Forb","BelowStem","Forb","980",1.10474717617035,46.6330947875977,NA
"MAT06",3,"CT","Other Mosses","Green","Moss","1037",0.925299823284149,47.296215057373,NA
"MAT06",2,"F2","Betula nana","NewStems","Deciduous","1195",0.994651138782501,57.6515312194824,NA
"MAT06",2,"F2","Betula nana","NewLeaves","Deciduous","1082",1.98003888130188,51.2506904602051,NA
"MAT06",2,"F2","Carex bigelowii","BladeSheathInflCulm","Graminoid","458",1.52277612686157,47.1122627258301,NA
"MAT06",2,"F2","Salix pulchra","OldStems","Deciduous","1176",1.627317070961,51.8501167297363,NA
"MAT06",2,"F2","Salix pulchra","NewStems","Deciduous","1178",1.88229930400848,51.7824325561523,NA
"MAT06",2,"F2","Salix pulchra","NewLeaves","Deciduous","1173",3.66858267784119,49.9097785949707,NA
"MAT06",2,"F2","Betula nana","BelowStem","Deciduous","1085",NA,NA,NA
"MAT06",2,"F2","Betula nana","Inflor","Deciduous","1197",1.07260036468506,57.862678527832,NA
"MAT06",2,"F2","Betula nana","Inflor","Deciduous","1197",1.1096910238266,56.1523056030273,NA
"MAT06",2,"F2","Other Deciduous","BelowStem","Deciduous","463",0.887799382209778,50.8511352539062,NA
"MAT06",2,"F2","Other Deciduous","OldStems","Deciduous","460",0.79349011182785,50.1768913269043,NA
"MAT06",2,"F2","Vaccinium uliginosum","OldStems","Deciduous","1088",1.08180403709412,53.6211166381836,NA
"MAT06",2,"F2","Ledum palustre","BelowStem","Evergreen","1098",0.722296118736267,55.7260131835938,NA
"MAT06",2,"F2","Ledum palustre","Inflor","Evergreen","1097",1.47481596469879,52.4763031005859,NA
"MAT06",2,"F2","Ledum palustre","OldStems","Evergreen","1095",0.775581061840057,57.5251998901367,NA
"MAT06",2,"F2","Ledum palustre","OldLeaves","Evergreen","1094",1.43258094787598,54.3751258850098,NA
"MAT06",2,"F2","Ledum palustre","NewStems","Evergreen","1092",1.15538382530212,52.8269577026367,NA
"MAT06",2,"F2","Ledum palustre","NewLeaves","Evergreen","1091",0.833569407463074,37.0636405944824,NA
"MAT06",2,"F2","Ledum palustre","NewLeaves","Evergreen","1091",1.99287593364716,55.2253532409668,NA
"MAT06",2,"F2","Other Evergreen","OldLeaves","Evergreen","1117",0.949413359165192,53.3016700744629,NA
"MAT06",2,"F2","Other Evergreen","NewLeaves","Evergreen","1115",1.38823330402374,53.2252769470215,NA
"MAT06",2,"F2","Other Mosses","Green","Moss","1108",1.55185520648956,47.1726036071777,NA
"MAT06",2,"F2","Other Forb","LeavesStems","Forb","1148",2.69198298454285,45.2361602783203,NA
"MAT06",2,"F2","Vaccinium vitis-idaea","OldStems","Evergreen","1104",0.901801586151123,52.2794532775879,NA
"MAT06",2,"F2","Vaccinium vitis-idaea","OldLeaves","Evergreen","1103",0.948178112506866,52.0594902038574,NA
"MAT06",2,"F2","Vaccinium vitis-idaea","NewStems","Evergreen","1101",1.2688090801239,53.0852928161621,NA
"MAT06",2,"F2","Rubus chamaemorus","BelowStem","Forb","1110",0.919716536998749,52.8781509399414,NA
"MAT06",2,"F2","Vaccinium vitis-idaea","NewLeaves","Evergreen","1100",1.37620377540588,53.4293594360352,NA
"MAT06",2,"F2","Rubus chamaemorus","LeavesStems","Forb","1109",2.27680444717407,50.7531890869141,NA
"MAT06",2,"F2","Rubus chamaemorus","LeavesStems","Forb","1109",2.33056998252869,50.424015045166,NA
"MAT06",2,"F2","Vaccinium vitis-idaea","BelowStem","Evergreen","1107",1.08874559402466,55.2017593383789,NA
"MAT06",2,"F2","Other Evergreen","OldStems","Evergreen","1118",0.641993939876556,58.7100791931152,NA
"MAT06",2,"F2","Vaccinium uliginosum","NewLeaves","Deciduous","1086",1.73573064804077,52.800048828125,NA
"MAT06",2,"F2","Other Deciduous","NewLeaves","Deciduous","454",1.6567291021347,51.0925941467285,NA
"MAT06",2,"F2","Other Deciduous","NewStems","Deciduous","457",0.924746453762054,50.7789535522461,NA
"MAT06",2,"F2","Vaccinium vitis-idaea","Inflor","Evergreen","1106",1.11807763576508,50.744556427002,NA
"MAT06",2,"F2","Litter","Litter","Litter","1114",0.788929045200348,49.8395233154297,NA
"MAT06",2,"F2","Litter","Litter","Litter","1114",0.660810589790344,41.9713363647461,NA
"MAT06",2,"F2","Other Evergreen","NewStems","Evergreen","1116",1.18491280078888,55.1643104553223,NA
"MAT06",2,"F2","Other Evergreen","Inflor","Evergreen","1119",1.01802933216095,63.0093116760254,NA
"MAT06",2,"F2","Sphagnum","Green","Moss","1177",NA,NA,NA
"MAT06",3,"F1","Carex bigelowii","Rhizome","Graminoid","780",0.88243579864502,47.8731575012207,NA
"MAT06",3,"F1","Betula nana","NewLeaves","Deciduous","777",2.47844481468201,50.466911315918,NA
"MAT06",3,"F1","Betula nana","NewStems","Deciduous","803",1.14197373390198,56.6109352111816,NA
"MAT06",3,"F1","Betula nana","OldStems","Deciduous","806",0.921206951141357,53.6490516662598,NA
"MAT06",3,"F1","Betula nana","Inflor","Deciduous","1304",1.77171921730042,52.5419654846191,NA
"MAT06",3,"F1","Ledum palustre","NewStems","Evergreen","1051",1.1551148891449,51.3724174499512,NA
"MAT06",3,"F1","Salix pulchra","NewLeaves","Deciduous","801",1.98238337039948,50.8644180297852,NA
"MAT06",3,"F1","Salix pulchra","NewStems","Deciduous","804",0.942643046379089,51.6085205078125,NA
"MAT06",3,"F1","Salix pulchra","OldStems","Deciduous","807",0.699550092220306,49.7912826538086,NA
"MAT06",3,"F1","Salix pulchra","OldStems","Deciduous","807",0.706505298614502,49.8678588867188,NA
"MAT06",3,"F1","Vaccinium uliginosum","NewLeaves","Deciduous","1206",2.44001412391663,49.7281036376953,NA
"MAT06",3,"F1","Ledum palustre","NewLeaves","Evergreen","1054",2.07362818717957,53.2539672851562,NA
"MAT06",3,"F1","Ledum palustre","OldLeaves","Evergreen","1057",1.48953628540039,52.6093368530273,NA
"MAT06",3,"F1","Ledum palustre","OldStems","Evergreen","1060",0.792380928993225,54.9165000915527,NA
"MAT06",3,"F1","Ledum palustre","Inflor","Evergreen","1066",1.12192285060883,50.5675964355469,NA
"MAT06",3,"F1","Ledum palustre","BelowStem","Evergreen","1063",0.945430099964142,54.4205474853516,NA
"MAT06",3,"F1","Vaccinium vitis-idaea","NewStems","Evergreen","1072",1.01969826221466,51.7262573242188,NA
"MAT06",3,"F1","Other Evergreen","OldStems","Evergreen","1064",0.630645513534546,56.7793998718262,NA
"MAT06",3,"F1","Vaccinium vitis-idaea","OldLeaves","Evergreen","1075",0.927678942680359,51.2510070800781,NA
"MAT06",3,"F1","Vaccinium vitis-idaea","OldStems","Evergreen","1078",0.96251767873764,51.014575958252,NA
"MAT06",3,"F1","Vaccinium vitis-idaea","OldStems","Evergreen","1078",0.96767121553421,51.1155776977539,NA
"MAT06",3,"F1","Vaccinium vitis-idaea","BelowStem","Evergreen","1052",0.99816220998764,50.0537414550781,NA
"MAT06",3,"F1","Vaccinium uliginosum","OldStems","Deciduous","1208",1.04559004306793,52.9531021118164,NA
"MAT06",3,"F1","Vaccinium vitis-idaea","NewLeaves","Evergreen","1069",1.28585410118103,50.5084991455078,NA
"MAT06",3,"F1","Other Evergreen","OldLeaves","Evergreen","1061",0.973127067089081,53.6500816345215,"duplicate ID, possible misidentification"
"MAT06",3,"F1","Sphagnum","Green","Moss","1076",1.44079422950745,45.5482711791992,NA
"MAT06",3,"F1","Other Evergreen","Inflor","Evergreen","1070",0.975975751876831,50.1291465759277,NA
"MAT06",3,"F1","Mixed Lichen","Live","Lichen","1053",0.794368982315063,44.8342018127441,NA
"MAT06",3,"F1","Other Evergreen","NewLeaves","Evergreen","1055",1.50941872596741,53.304744720459,NA
"MAT06",3,"F1","Other Evergreen","NewStems","Evergreen","1058",0.909820556640625,53.3156204223633,NA
"MAT06",3,"F1","Other Forb","BelowStem","Forb","1310",2.09529447555542,44.820484161377,NA
"MAT06",3,"F1","Other Forb","BelowStem","Forb","1310",2.38857293128967,51.251392364502,NA
"MAT06",3,"F1","Other Mosses","Green","Moss","1079",1.28788614273071,45.8865051269531,NA
"MAT06",3,"F1","Other Forb","LeavesStems","Forb","1073",2.17732715606689,45.4410057067871,NA
"MAT06",3,"F1","Other Evergreen","BelowStem","Evergreen","1067",0.770727694034576,50.5433349609375,NA
"MAT06",1,"CT","Eriophorum vaginatum","BladeSheathInflCulm","Graminoid","264",1.49460351467133,43.5566825866699,NA
"MAT06",1,"CT","Eriophorum vaginatum","BladeSheathInflCulm","Graminoid","264",0.725220382213593,21.3876705169678,NA
"MAT06",1,"CT","Eriophorum vaginatum","Rhizome","Graminoid","268",0.81545615196228,41.8189659118652,NA
"MAT06",1,"CT","Betula nana","NewLeaves","Deciduous","17",1.92290711402893,50.1389770507812,NA
"MAT06",1,"CT","Betula nana","NewStems","Deciduous","18",1.16100633144379,57.6896629333496,NA
"MAT06",1,"CT","Ledum palustre","Inflor","Evergreen","212",0.695299029350281,50.6790351867676,NA
"MAT06",1,"CT","Betula nana","BelowStem","Deciduous","230",1.20268130302429,50.5506591796875,NA
"MAT06",1,"CT","Betula nana","Inflor","Deciduous","20",1.21702349185944,50.8155708312988,NA
"MAT06",1,"CT","Ledum palustre","NewLeaves","Evergreen","281",1.42916643619537,43.039478302002,NA
"MAT06",1,"CT","Ledum palustre","OldLeaves","Evergreen","283",1.13772928714752,51.1407585144043,NA
"MAT06",1,"CT","Ledum palustre","OldStems","Evergreen","284",0.776545643806458,53.7971992492676,NA
"MAT06",1,"CT","Ledum palustre","BelowStem","Evergreen","213",0.741377592086792,49.6504440307617,NA
"MAT06",1,"CT","Ledum palustre","BelowStem","Evergreen","213",0.728114724159241,52.0607414245605,NA
"MAT06",1,"CT","Vaccinium vitis-idaea","NewLeaves","Evergreen","277",1.46626472473145,64.7627944946289,NA
"MAT06",1,"CT","Other Evergreen","NewStems","Evergreen","265",0.937733829021454,52.7890167236328,NA
"MAT06",1,"CT","Vaccinium vitis-idaea","NewStems","Evergreen","278",0.92738538980484,51.6553802490234,NA
"MAT06",1,"CT","Vaccinium vitis-idaea","OldLeaves","Evergreen","222",0.885497629642487,50.6841278076172,"likely 222"
"MAT06",1,"CT","Vaccinium vitis-idaea","OldStems","Evergreen","279",0.81337296962738,52.6939849853516,NA
"MAT06",1,"CT","Vaccinium vitis-idaea","Inflor","Evergreen","276",0.87010383605957,39.2545967102051,NA
"MAT06",1,"CT","Vaccinium vitis-idaea","BelowStem","Evergreen","280",0.892601847648621,51.1211814880371,NA
"MAT06",1,"CT","Other Evergreen","NewLeaves","Evergreen","261",1.57591843605042,53.817813873291,NA
"MAT06",1,"CT","Other Evergreen","OldLeaves","Evergreen","266",1.0592223405838,54.8019371032715,NA
"MAT06",1,"CT","Other Evergreen","BelowStem","Evergreen","26",1.00071346759796,56.0137710571289,NA
"MAT06",1,"CT","Other Evergreen","BelowStem","Evergreen","26",1.06769394874573,56.8749809265137,NA
"MAT06",1,"CT","Rubus chamaemorus","LeavesStems","Forb","274",2.47022008895874,42.1566772460938,"may have been swapped with 113"
"MAT06",1,"CT","Rubus chamaemorus","BelowStem","Forb","275",0.829280078411102,49.2697143554688,NA
"MAT06",1,"CT","Sphagnum","Green","Moss","273",0.986797332763672,45.91748046875,NA
"MAT06",1,"CT","Other Mosses","Green","Moss","269",1.0923570394516,48.0567817687988,NA
"MAT06",1,"CT","Mixed Lichen","Live","Lichen","270",0.585963129997253,45.5729217529297,NA
"MAT06",1,"CT","Litter","Litter","Litter","272",0.565297305583954,48.7396125793457,NA
"MAT06",1,"CT","Litter","Wood","Litter","226",1.28185033798218,58.6620025634766,NA
"MAT06",1,"CT","Other Forb","LeavesStems","Forb","229",2.69026112556458,48.8450012207031,NA
"MAT06",2,"F1","Eriophorum vaginatum","BladeSheathInflCulm","Graminoid","934",0.614208281040192,44.2282638549805,NA
"MAT06",2,"F1","Eriophorum vaginatum","Rhizome","Graminoid","992",1.04975354671478,46.7416572570801,NA
"MAT06",2,"F1","Carex bigelowii","BladeSheathInflCulm","Graminoid","477",1.24265921115875,45.9305229187012,NA
"MAT06",2,"F1","Carex bigelowii","Rhizome","Graminoid","480",0.625108301639557,47.8947105407715,NA
"MAT06",2,"F1","Other Graminoid","Rhizome","Graminoid","728",0.504840791225433,46.2289772033691,NA
"MAT06",2,"F1","Salix pulchra","OldStems","Deciduous","637",1.03104650974274,52.1088638305664,NA
"MAT06",2,"F1","Betula nana","NewStems","Deciduous","645",0.806032240390778,59.6315498352051,NA
"MAT06",2,"F1","Betula nana","OldStems","Deciduous","646",0.66447901725769,52.1678009033203,NA
"MAT06",2,"F1","Betula nana","Inflor","Deciduous","708",0.986258685588837,52.227912902832,NA
"MAT06",2,"F1","Betula nana","BelowStem","Deciduous","647",0.644661009311676,53.9719047546387,NA
"MAT06",2,"F1","Betula nana","BelowStem","Deciduous","647",0.684432208538055,53.7027816772461,NA
"MAT06",2,"F1","Salix pulchra","NewLeaves","Deciduous","635",2.40331983566284,49.4614677429199,NA
"MAT06",2,"F1","Salix pulchra","NewStems","Deciduous","636",1.33198308944702,51.7643356323242,NA
"MAT06",2,"F1","Vaccinium uliginosum","NewLeaves","Deciduous","631",1.81367802619934,50.0605773925781,NA
"MAT06",2,"F1","Vaccinium uliginosum","OldStems","Deciduous","633",0.695511937141418,52.5836563110352,NA
"MAT06",2,"F1","Ledum palustre","NewStems","Evergreen","654",1.22004115581512,53.5698165893555,NA
